WAY|Posso andare in bicicletta per questa strada?|100002549|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|100002551|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|100010478|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|100010489|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|100010492|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|100011705|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|100011707|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|100059525|highway|footway|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|100269150|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|100269151|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|100269152|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|100269153|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|100269159|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|100269162|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
NODE|Quanti posti per bicicletta ci sono in questo parcheggio?|1005696320|amenity|bicycle_parking|NONE|NONE|NO|4.0|capacity|no|number|local_parking|2
NODE|Il parcheggio per biciclette è al coperto?|1005696320|amenity|bicycle_parking|NONE|NONE|NO|2.0|shelter|no|si,no|local_parking|2
WAY|Posso andare in bicicletta per questa strada?|101012798|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|101012818|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|101012825|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|101012826|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|101012852|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|101811606|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|101811607|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|101811608|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|101811609|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|101811611|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|101930030|highway|steps|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|101930031|highway|footway|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|102189362|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|102662469|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|102662470|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|102689935|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|102691561|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|102692417|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|102692424|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|102692539|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|102693353|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|102693357|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|102693361|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|102693366|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|102693419|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|102693420|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|102693421|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|103119932|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|E' vero che posso andare in bicicletta per questa strada?|103473777|highway|path|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|4
WAY|Di che superficie è fatta questa strada?|103473777|highway|path|surface|NONE|NO|3.0|surface|no|asphalt,unpaved,paved,ground,concrete,paving_stones,gravel,dirt,grass,compacted,sand,sett|edit_road|4
WAY|La strada delle biciclette è separata da quella dei pedoni?|103473777|highway|path|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|4
WAY|E' una strada a senso unico?|103473777|highway|path|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|4
WAY|Quale è la velocità massima?|103473777|highway|path|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|4
WAY|Quante panchine sono presenti in questa strada?|103473777|highway|path|NONE|NONE|NO|5.0|None|no|number|chair|4
WAY|Posso andare in bicicletta per questa strada?|103845984|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|103845985|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|103845986|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|103846467|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|103847386|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|103847388|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
